id,prospettiva,categoria,domanda,risposta,citazioni
139,Lavoratore,Scale portatili,Cos’è una scala semplice di appoggio?,Scala con pioli/gradini che appoggia a terra e contro una superficie verticale; non è autostabile.,fileciteturn2file0
140,Azienda,Scale portatili,Politica interna: cos’è una scala semplice di appoggio?,Scala con pioli/gradini che appoggia a terra e contro una superficie verticale; non è autostabile.,fileciteturn2file0
141,Lavoratore,Scale portatili,Quali tipologie di scale portatili esistono?,"Innestabili (all’italiana), a sfilo (2‑3 tronchi), doppie/a libro (anche a castello), trasformabili/estendibili.",fileciteturn2file0
142,Azienda,Scale portatili,Politica interna: quali tipologie di scale portatili esistono?,"Innestabili (all’italiana), a sfilo (2‑3 tronchi), doppie/a libro (anche a castello), trasformabili/estendibili.",fileciteturn2file0
143,Lavoratore,Scale portatili,Quali norme di conformità per scale?,Art. 113 D.Lgs. 81/08 e UNI EN 131; il datore sceglie la scala idonea tramite valutazione dei rischi.,fileciteturn2file0
144,Azienda,Scale portatili,Politica interna: quali norme di conformità per scale?,Art. 113 D.Lgs. 81/08 e UNI EN 131; il datore sceglie la scala idonea tramite valutazione dei rischi.,fileciteturn2file0
145,Lavoratore,Scale portatili,Quando si può usare una scala a pioli come posto di lavoro in quota (art. 111 c.3)?,Solo se altre attrezzature più sicure non sono giustificate per basso rischio e breve durata o per caratteristiche dei luoghi.,fileciteturn2file0
146,Azienda,Scale portatili,Politica interna: quando si può usare una scala a pioli come posto di lavoro in quota (art. 111 c.3)?,Solo se altre attrezzature più sicure non sono giustificate per basso rischio e breve durata o per caratteristiche dei luoghi.,fileciteturn2file0
147,Lavoratore,Scale: sicurezza,Quali sono i principali rischi con le scale?,"Ribaltamento/sbandamento, caduta dell’operatore o di oggetti, incidenti in trasporto/spostamento, cesoiamento, shock elettrico.",fileciteturn2file0
148,Azienda,Scale: sicurezza,Procedure aziendali: quali sono i principali rischi con le scale?,"Ribaltamento/sbandamento, caduta dell’operatore o di oggetti, incidenti in trasporto/spostamento, cesoiamento, shock elettrico. Prevedi formazione e vigilanza.",fileciteturn2file0
149,Lavoratore,Scale: sicurezza,Quali lunghezze massime in opera?,5 m per scala doppia; 15 m per scala in appoggio; oltre questi limiti fissare le estremità a parti fisse.,fileciteturn2file0
150,Azienda,Scale: sicurezza,Procedure aziendali: quali lunghezze massime in opera?,5 m per scala doppia; 15 m per scala in appoggio; oltre questi limiti fissare le estremità a parti fisse. Prevedi formazione e vigilanza.,fileciteturn2file0
151,Lavoratore,Scale: sicurezza,Quando è obbligatorio il rompitratta?,Per scale in opera lunghe più di 8 m.,fileciteturn2file0
152,Azienda,Scale: sicurezza,Procedure aziendali: quando è obbligatorio il rompitratta?,Per scale in opera lunghe più di 8 m. Prevedi formazione e vigilanza.,fileciteturn2file0
153,Lavoratore,Scale: sicurezza,Perché evitare scale metalliche vicino a circuiti elettrici?,Per rischio di shock elettrico in caso di contatto accidentale.,fileciteturn2file0
154,Azienda,Scale: sicurezza,Procedure aziendali: perché evitare scale metalliche vicino a circuiti elettrici?,Per rischio di shock elettrico in caso di contatto accidentale. Prevedi formazione e vigilanza.,fileciteturn2file0
155,Lavoratore,Scale: sicurezza,Perché le scale doppie non sono idonee come sistema di accesso?,"Sono attrezzature di lavoro temporaneo, non vie di accesso sicure ad altri luoghi.",fileciteturn2file0
156,Azienda,Scale: sicurezza,Procedure aziendali: perché le scale doppie non sono idonee come sistema di accesso?,"Sono attrezzature di lavoro temporaneo, non vie di accesso sicure ad altri luoghi. Prevedi formazione e vigilanza.",fileciteturn2file0
157,Lavoratore,Scale: sicurezza,Come trasportare correttamente una scala?,"Inclinata, non orizzontale sulle spalle; attenzione alla visuale nelle curve.",fileciteturn2file0
158,Azienda,Scale: sicurezza,Procedure aziendali: come trasportare correttamente una scala?,"Inclinata, non orizzontale sulle spalle; attenzione alla visuale nelle curve. Prevedi formazione e vigilanza.",fileciteturn2file0
159,Lavoratore,Scale: sicurezza,Quali controlli fare sulle scale?,"Integrità di montanti, pioli e zoccoli antisdrucciolo; verifica prima di ogni uso.",fileciteturn2file0
160,Azienda,Scale: sicurezza,Procedure aziendali: quali controlli fare sulle scale?,"Integrità di montanti, pioli e zoccoli antisdrucciolo; verifica prima di ogni uso. Prevedi formazione e vigilanza.",fileciteturn2file0
161,Lavoratore,Rischio elettrico,Differenza tra contatto diretto e indiretto?,Diretto: contatto con parti in tensione per cedimento/urto dell’isolamento; indiretto: tensione sulle masse per guasto dell’isolamento.,fileciteturn2file0
162,Azienda,Rischio elettrico,Come prevenire/gestire: differenza tra contatto diretto e indiretto?,Diretto: contatto con parti in tensione per cedimento/urto dell’isolamento; indiretto: tensione sulle masse per guasto dell’isolamento.,fileciteturn2file0
163,Lavoratore,Rischio elettrico,Cosa sono sovratensioni indotte?,"Sovratensioni che interessano apparecchiature e cavi, anche da scariche atmosferiche o parallelismi.",fileciteturn2file0
164,Azienda,Rischio elettrico,Come prevenire/gestire: cosa sono sovratensioni indotte?,"Sovratensioni che interessano apparecchiature e cavi, anche da scariche atmosferiche o parallelismi.",fileciteturn2file0
165,Lavoratore,Rischio elettrico,Quali rischi nei lavori fuori tensione?,Mancato sezionamento di tutte le fonti; contatto con parti adiacenti in tensione; tensioni trasferite/indotte; fulminazioni indirette.,fileciteturn2file0
166,Azienda,Rischio elettrico,Come prevenire/gestire: quali rischi nei lavori fuori tensione?,Mancato sezionamento di tutte le fonti; contatto con parti adiacenti in tensione; tensioni trasferite/indotte; fulminazioni indirette.,fileciteturn2file0
167,Lavoratore,Rischio elettrico,Quali danni può causare l’elettrocuzione?,"Ustioni, tetanizzazione, traumi da caduta, danni neurologici, arresto respiratorio/cardiaco, fibrillazione ventricolare, morte.",fileciteturn2file0
168,Azienda,Rischio elettrico,Come prevenire/gestire: quali danni può causare l’elettrocuzione?,"Ustioni, tetanizzazione, traumi da caduta, danni neurologici, arresto respiratorio/cardiaco, fibrillazione ventricolare, morte.",fileciteturn2file0
169,Lavoratore,Rischio elettrico,Cos’è la tetanizzazione?,Perdita del controllo volontario del muscolo colpito durante lo shock elettrico.,fileciteturn2file0
170,Azienda,Rischio elettrico,Come prevenire/gestire: cos’è la tetanizzazione?,Perdita del controllo volontario del muscolo colpito durante lo shock elettrico.,fileciteturn2file0
171,Lavoratore,Prevenzione elettrica,Chi può installare impianti elettrici?,"Solo personale abilitato, secondo norme di buona tecnica.",fileciteturn2file0
172,Azienda,Prevenzione elettrica,Politiche aziendali: chi può installare impianti elettrici?,"Solo personale abilitato, secondo norme di buona tecnica. Vietare l’introduzione di apparecchi non aziendali.",fileciteturn2file0
173,Lavoratore,Prevenzione elettrica,Come proteggersi dai contatti diretti?,"Isolamento delle parti attive, schermi/distanziatori.",fileciteturn2file0
174,Azienda,Prevenzione elettrica,Politiche aziendali: come proteggersi dai contatti diretti?,"Isolamento delle parti attive, schermi/distanziatori. Vietare l’introduzione di apparecchi non aziendali.",fileciteturn2file0
175,Lavoratore,Prevenzione elettrica,Come proteggersi dai contatti indiretti?,"Messa a terra delle masse e protezioni differenziali (salvavita) con intervento a correnti molto basse (es. 0,03 A).",fileciteturn2file0
176,Azienda,Prevenzione elettrica,Politiche aziendali: come proteggersi dai contatti indiretti?,"Messa a terra delle masse e protezioni differenziali (salvavita) con intervento a correnti molto basse (es. 0,03 A). Vietare l’introduzione di apparecchi non aziendali.",fileciteturn2file0
177,Lavoratore,Prevenzione elettrica,Che cos’è il doppio isolamento?,Apparecchi con due strati protettivi; l’involucro esterno è non conduttivo.,fileciteturn2file0
178,Azienda,Prevenzione elettrica,Politiche aziendali: che cos’è il doppio isolamento?,Apparecchi con due strati protettivi; l’involucro esterno è non conduttivo. Vietare l’introduzione di apparecchi non aziendali.,fileciteturn2file0
179,Lavoratore,Prevenzione elettrica,Perché evitare riparazioni 'fai da te' su spine/ciabatte?,Rischio di surriscaldamento/cortocircuito/incendio; usare solo accessori certificati.,fileciteturn2file0
180,Azienda,Prevenzione elettrica,Politiche aziendali: perché evitare riparazioni 'fai da te' su spine/ciabatte?,Rischio di surriscaldamento/cortocircuito/incendio; usare solo accessori certificati. Vietare l’introduzione di apparecchi non aziendali.,fileciteturn2file0
181,Lavoratore,Prevenzione elettrica,Quali accorgimenti in ambienti umidi?,Evitare uso con mani/piedi bagnati; attenzione anche a tensioni normalmente non rischiose.,fileciteturn2file0
182,Azienda,Prevenzione elettrica,Politiche aziendali: quali accorgimenti in ambienti umidi?,Evitare uso con mani/piedi bagnati; attenzione anche a tensioni normalmente non rischiose. Vietare l’introduzione di apparecchi non aziendali.,fileciteturn2file0
183,Lavoratore,Prevenzione elettrica,Perché segnalare anomalie agli impianti?,Per attivare manutenzione e prevenire shock/arco/incendi.,fileciteturn2file0
184,Azienda,Prevenzione elettrica,Politiche aziendali: perché segnalare anomalie agli impianti?,Per attivare manutenzione e prevenire shock/arco/incendi. Vietare l’introduzione di apparecchi non aziendali.,fileciteturn2file0
185,Lavoratore,Prevenzione elettrica,Quali DPI per manutenzione elettrica?,"Guanti dielettrici, pedane e utensili isolati, seguendo procedure specifiche.",fileciteturn2file0
186,Azienda,Prevenzione elettrica,Politiche aziendali: quali dpi per manutenzione elettrica?,"Guanti dielettrici, pedane e utensili isolati, seguendo procedure specifiche. Vietare l’introduzione di apparecchi non aziendali.",fileciteturn2file0
187,Lavoratore,Rumore/Vibrazioni,Differenza tra rumore disturbante e dannoso?,Disturbante: reazione psicologica negativa; dannoso: supera i limiti e può danneggiare l’udito.,fileciteturn2file0
188,Azienda,Rumore/Vibrazioni,Gestione aziendale: differenza tra rumore disturbante e dannoso?,Disturbante: reazione psicologica negativa; dannoso: supera i limiti e può danneggiare l’udito.,fileciteturn2file0
189,Lavoratore,Rumore/Vibrazioni,"Quali sono i valori di azione e limite (Lex,8h)?","Valore inferiore 80 dB(A), superiore 85 dB(A), limite 87 dB(A); picco 135/137/140 dB(C) per 112/140/200 Pa.",fileciteturn2file0
190,Azienda,Rumore/Vibrazioni,"Gestione aziendale: quali sono i valori di azione e limite (lex,8h)?","Valore inferiore 80 dB(A), superiore 85 dB(A), limite 87 dB(A); picco 135/137/140 dB(C) per 112/140/200 Pa.",fileciteturn2file0
191,Lavoratore,Rumore/Vibrazioni,"Cos’è il Lex,8h?",Livello di esposizione giornaliera ponderato 'A' su 8 ore.,fileciteturn2file0
192,Azienda,Rumore/Vibrazioni,"Gestione aziendale: cos’è il lex,8h?",Livello di esposizione giornaliera ponderato 'A' su 8 ore.,fileciteturn2file0
193,Lavoratore,Rumore/Vibrazioni,Come si valuta il rischio rumore?,LeQ/g: <80 lieve; 80–85 modesto; 85–87 significativo; >87 grave.,fileciteturn2file0
194,Azienda,Rumore/Vibrazioni,Gestione aziendale: come si valuta il rischio rumore?,LeQ/g: <80 lieve; 80–85 modesto; 85–87 significativo; >87 grave.,fileciteturn2file0
195,Lavoratore,Rumore/Vibrazioni,Obblighi del datore per il rumore?,Eliminare/ridurre alla fonte; fornire DPI udito; informare/formare ≥80 dB(A); attivare sorveglianza sanitaria secondo esito valutazione.,fileciteturn2file0
196,Azienda,Rumore/Vibrazioni,Gestione aziendale: obblighi del datore per il rumore?,Eliminare/ridurre alla fonte; fornire DPI udito; informare/formare ≥80 dB(A); attivare sorveglianza sanitaria secondo esito valutazione.,fileciteturn2file0
197,Lavoratore,Rischi in azienda,Quali sono i rischi interni ai locali?,"Caduta a livello, urti/inciampi, scivolamenti su pavimenti umidi, cadute dall’alto da aperture/scale non protette.",fileciteturn2file0
198,Azienda,Rischi in azienda,Piano prevenzione: quali sono i rischi interni ai locali?,"Caduta a livello, urti/inciampi, scivolamenti su pavimenti umidi, cadute dall’alto da aperture/scale non protette.",fileciteturn2file0
199,Lavoratore,Rischi in azienda,Quali rischi durante trasporto di materiali?,Urti contro spigoli/ostacoli e materiali in movimento o depositati provvisoriamente.,fileciteturn2file0
200,Azienda,Rischi in azienda,Piano prevenzione: quali rischi durante trasporto di materiali?,Urti contro spigoli/ostacoli e materiali in movimento o depositati provvisoriamente.,fileciteturn2file0
201,Lavoratore,Rischi in azienda,Quali rischi in magazzino?,"Caduta di materiali, cedimenti scaffali, urti, caduta di oggetti dall’alto, investimento, scontri carrelli‑pedoni.",fileciteturn2file0
202,Azienda,Rischi in azienda,Piano prevenzione: quali rischi in magazzino?,"Caduta di materiali, cedimenti scaffali, urti, caduta di oggetti dall’alto, investimento, scontri carrelli‑pedoni.",fileciteturn2file0
203,Lavoratore,Rischi in azienda,Come prevenirli?,"Percorsi sgombri, segnalare superfici bagnate, parapetti su aperture, scaffali conformi e controllati, stoccaggi stabili, formazione e separazione percorsi pedonali/mezzi.",fileciteturn2file0
204,Azienda,Rischi in azienda,Piano prevenzione: come prevenirli?,"Percorsi sgombri, segnalare superfici bagnate, parapetti su aperture, scaffali conformi e controllati, stoccaggi stabili, formazione e separazione percorsi pedonali/mezzi.",fileciteturn2file0
205,Lavoratore,Scale: sicurezza,"Durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra.",fileciteturn2file0
206,Azienda,Scale: sicurezza,"Come formiamo su: durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
207,Lavoratore,Scale: sicurezza,"Durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra.",fileciteturn2file0
208,Azienda,Scale: sicurezza,"Come formiamo su: durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
209,Lavoratore,Scale: sicurezza,"Durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra.",fileciteturn2file0
210,Azienda,Scale: sicurezza,"Come formiamo su: durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
211,Lavoratore,Scale: sicurezza,"Durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra.",fileciteturn2file0
212,Azienda,Scale: sicurezza,"Come formiamo su: durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
213,Lavoratore,Scale: sicurezza,"Durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra.",fileciteturn2file0
214,Azienda,Scale: sicurezza,"Come formiamo su: durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
215,Lavoratore,Scale: sicurezza,"Durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra.",fileciteturn2file0
216,Azienda,Scale: sicurezza,"Come formiamo su: durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
217,Lavoratore,Scale: sicurezza,"Durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra.",fileciteturn2file0
218,Azienda,Scale: sicurezza,"Come formiamo su: durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
219,Lavoratore,Scale: sicurezza,"Durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra.",fileciteturn2file0
220,Azienda,Scale: sicurezza,"Come formiamo su: durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
221,Lavoratore,Scale: sicurezza,"Durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra.",fileciteturn2file0
222,Azienda,Scale: sicurezza,"Come formiamo su: durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
223,Lavoratore,Scale: sicurezza,"Durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra.",fileciteturn2file0
224,Azienda,Scale: sicurezza,"Come formiamo su: durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
225,Lavoratore,Scale: sicurezza,"Durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra.",fileciteturn2file0
226,Azienda,Scale: sicurezza,"Come formiamo su: durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
227,Lavoratore,Scale: sicurezza,"Durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra.",fileciteturn2file0
228,Azienda,Scale: sicurezza,"Come formiamo su: durante salita/discesa, come devo posizionarmi?","Mantieniti sulla linea mediana, volto verso la scala, mani libere; non spostare la scala con persone sopra. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
229,Lavoratore,Prevenzione elettrica,Perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate.,fileciteturn2file0
230,Azienda,Prevenzione elettrica,Come formiamo su: perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
231,Lavoratore,Prevenzione elettrica,Perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate.,fileciteturn2file0
232,Azienda,Prevenzione elettrica,Come formiamo su: perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
233,Lavoratore,Prevenzione elettrica,Perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate.,fileciteturn2file0
234,Azienda,Prevenzione elettrica,Come formiamo su: perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
235,Lavoratore,Prevenzione elettrica,Perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate.,fileciteturn2file0
236,Azienda,Prevenzione elettrica,Come formiamo su: perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
237,Lavoratore,Prevenzione elettrica,Perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate.,fileciteturn2file0
238,Azienda,Prevenzione elettrica,Come formiamo su: perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
239,Lavoratore,Prevenzione elettrica,Perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate.,fileciteturn2file0
240,Azienda,Prevenzione elettrica,Come formiamo su: perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
241,Lavoratore,Prevenzione elettrica,Perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate.,fileciteturn2file0
242,Azienda,Prevenzione elettrica,Come formiamo su: perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
243,Lavoratore,Prevenzione elettrica,Perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate.,fileciteturn2file0
244,Azienda,Prevenzione elettrica,Come formiamo su: perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
245,Lavoratore,Prevenzione elettrica,Perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate.,fileciteturn2file0
246,Azienda,Prevenzione elettrica,Come formiamo su: perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
247,Lavoratore,Prevenzione elettrica,Perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate.,fileciteturn2file0
248,Azienda,Prevenzione elettrica,Come formiamo su: perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
249,Lavoratore,Prevenzione elettrica,Perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate.,fileciteturn2file0
250,Azienda,Prevenzione elettrica,Come formiamo su: perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
251,Lavoratore,Prevenzione elettrica,Perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate.,fileciteturn2file0
252,Azienda,Prevenzione elettrica,Come formiamo su: perché non collegare molti apparecchi a una sola presa?,Può causare surriscaldamento e incendio; usare prese e linee adeguate. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
253,Lavoratore,UNI EN 12464‑1 (Illuminamento),Perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx.,fileciteturn2file0
254,Azienda,UNI EN 12464‑1 (Illuminamento),Come formiamo su: perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
255,Lavoratore,UNI EN 12464‑1 (Illuminamento),Perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx.,fileciteturn2file0
256,Azienda,UNI EN 12464‑1 (Illuminamento),Come formiamo su: perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
257,Lavoratore,UNI EN 12464‑1 (Illuminamento),Perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx.,fileciteturn2file0
258,Azienda,UNI EN 12464‑1 (Illuminamento),Come formiamo su: perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
259,Lavoratore,UNI EN 12464‑1 (Illuminamento),Perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx.,fileciteturn2file0
260,Azienda,UNI EN 12464‑1 (Illuminamento),Come formiamo su: perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
261,Lavoratore,UNI EN 12464‑1 (Illuminamento),Perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx.,fileciteturn2file0
262,Azienda,UNI EN 12464‑1 (Illuminamento),Come formiamo su: perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
263,Lavoratore,UNI EN 12464‑1 (Illuminamento),Perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx.,fileciteturn2file0
264,Azienda,UNI EN 12464‑1 (Illuminamento),Come formiamo su: perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
265,Lavoratore,UNI EN 12464‑1 (Illuminamento),Perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx.,fileciteturn2file0
266,Azienda,UNI EN 12464‑1 (Illuminamento),Come formiamo su: perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
267,Lavoratore,UNI EN 12464‑1 (Illuminamento),Perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx.,fileciteturn2file0
268,Azienda,UNI EN 12464‑1 (Illuminamento),Come formiamo su: perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
269,Lavoratore,UNI EN 12464‑1 (Illuminamento),Perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx.,fileciteturn2file0
270,Azienda,UNI EN 12464‑1 (Illuminamento),Come formiamo su: perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
271,Lavoratore,UNI EN 12464‑1 (Illuminamento),Perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx.,fileciteturn2file0
272,Azienda,UNI EN 12464‑1 (Illuminamento),Come formiamo su: perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
273,Lavoratore,UNI EN 12464‑1 (Illuminamento),Perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx.,fileciteturn2file0
274,Azienda,UNI EN 12464‑1 (Illuminamento),Come formiamo su: perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
275,Lavoratore,UNI EN 12464‑1 (Illuminamento),Perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx.,fileciteturn2file0
276,Azienda,UNI EN 12464‑1 (Illuminamento),Come formiamo su: perché le casse hanno più lux rispetto all’area vendita?,Richiedono maggior precisione visiva; raccomandati 500 lx contro 300 lx. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
277,Lavoratore,Microclima,Qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali.,fileciteturn2file0
